cname,year,bti_ci,bti_seb,bti_si,bti_sop,bti_rol,bti_pp,bti_pdi,bti_ij,bti_foe,bti_ffe,bti_eo,bti_csp,bti_cr,bti_aar,ccodealp
Afghanistan,2005,9.0,1.0,6.0,3.0,2.25,4.25,3.0,1.0,4.0,4.0,1.0,4.0,2.0,6.0,AFG
Afghanistan,2007,9.0,1.0,6.0,5.0,3.75,4.75,3.0,4.0,4.0,6.0,2.0,4.0,3.0,6.0,AFG
Afghanistan,2009,10.0,1.0,6.0,3.0,2.25,4.0,3.0,2.0,4.0,6.0,2.0,3.0,2.0,4.0,AFG
Afghanistan,2011,10.0,1.0,6.0,3.0,2.25,3.25,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,AFG
Afghanistan,2013,9.0,1.0,6.0,4.0,2.75,3.25,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,AFG
Afghanistan,2015,9.0,1.0,6.0,3.0,2.5,3.5,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,AFG
Afghanistan,2017,9.0,1.0,6.0,3.0,2.5,3.5,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,AFG
Afghanistan,2019,9.0,1.0,7.0,4.0,3.0,3.75,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,AFG
Albania,2005,2.0,5.0,9.0,5.0,5.5,8.0,6.0,5.0,9.0,6.0,6.0,6.0,8.0,9.0,ALB
Albania,2007,2.0,6.0,9.0,7.0,6.25,8.25,7.0,5.0,8.0,8.0,6.0,7.0,8.0,9.0,ALB
Albania,2009,2.0,6.0,9.0,7.0,6.25,8.25,7.0,5.0,8.0,8.0,6.0,7.0,8.0,9.0,ALB
Albania,2011,2.0,6.0,9.0,6.0,6.0,7.5,6.0,5.0,7.0,7.0,6.0,6.0,8.0,9.0,ALB
Albania,2013,3.0,5.0,8.0,4.0,5.0,7.0,5.0,4.0,7.0,6.0,6.0,6.0,8.0,8.0,ALB
Albania,2015,3.0,5.0,9.0,4.0,5.0,7.25,6.0,4.0,7.0,7.0,6.0,6.0,8.0,8.0,ALB
Albania,2017,3.0,6.0,9.0,4.0,5.25,7.5,6.0,5.0,7.0,7.0,6.0,7.0,8.0,9.0,ALB
Albania,2019,3.0,6.0,9.0,5.0,5.5,7.75,6.0,5.0,7.0,7.0,7.0,7.0,8.0,10.0,ALB
Algeria,2005,7.0,4.0,8.0,4.0,4.25,4.25,2.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,DZA
Algeria,2007,7.0,5.0,8.0,4.0,4.25,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,DZA
Algeria,2009,7.0,5.0,8.0,4.0,4.25,4.25,2.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,DZA
Algeria,2011,7.0,5.0,8.0,4.0,4.25,4.25,2.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,DZA
Algeria,2013,7.0,5.0,8.0,4.0,4.25,5.0,3.0,4.0,6.0,6.0,5.0,5.0,5.0,6.0,DZA
Algeria,2015,7.0,5.0,8.0,4.0,4.25,4.5,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,DZA
Algeria,2017,6.0,5.0,8.0,4.0,4.25,4.5,3.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,DZA
Algeria,2019,6.0,5.0,8.0,4.0,4.25,4.25,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,DZA
Angola,2005,7.0,1.0,9.0,2.0,2.75,2.75,2.0,4.0,3.0,1.0,2.0,4.0,4.0,6.0,AGO
Angola,2007,3.0,2.0,9.0,3.0,2.75,3.5,2.0,2.0,5.0,1.0,2.0,5.0,3.0,6.0,AGO
Angola,2009,4.0,2.0,8.0,4.0,4.0,5.0,3.0,4.0,6.0,6.0,4.0,4.0,4.0,5.0,AGO
Angola,2011,4.0,3.0,8.0,3.0,3.5,5.25,3.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,AGO
Angola,2013,4.0,2.0,8.0,3.0,3.5,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,AGO
Angola,2015,4.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,AGO
Angola,2017,4.0,2.0,8.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,AGO
Angola,2019,4.0,2.0,7.0,3.0,3.75,4.25,3.0,4.0,6.0,4.0,4.0,5.0,4.0,5.0,AGO
Azerbaijan,2005,4.0,5.0,6.0,4.0,4.25,3.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,AZE
Azerbaijan,2007,4.0,4.0,6.0,4.0,4.25,3.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,AZE
Azerbaijan,2009,4.0,5.0,6.0,4.0,4.0,3.25,2.0,4.0,3.0,4.0,6.0,3.0,4.0,4.0,AZE
Azerbaijan,2011,4.0,5.0,7.0,4.0,4.0,3.25,2.0,4.0,4.0,3.0,6.0,3.0,4.0,4.0,AZE
Azerbaijan,2013,4.0,5.0,7.0,3.0,3.75,3.0,2.0,4.0,3.0,3.0,6.0,3.0,4.0,4.0,AZE
Azerbaijan,2015,4.0,5.0,8.0,2.0,3.0,2.75,2.0,3.0,3.0,3.0,6.0,2.0,3.0,3.0,AZE
Azerbaijan,2017,4.0,4.0,8.0,2.0,3.0,2.25,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,AZE
Azerbaijan,2019,4.0,5.0,8.0,2.0,3.0,2.25,2.0,3.0,2.0,2.0,6.0,2.0,3.0,3.0,AZE
Argentina,2005,4.0,7.0,10.0,6.0,6.0,9.5,7.0,6.0,8.0,10.0,6.0,6.0,7.0,10.0,ARG
Argentina,2007,3.0,7.0,10.0,5.0,5.75,9.5,7.0,6.0,8.0,10.0,7.0,6.0,7.0,10.0,ARG
Argentina,2009,3.0,7.0,10.0,5.0,5.75,9.5,7.0,6.0,8.0,10.0,7.0,6.0,7.0,10.0,ARG
Argentina,2011,4.0,7.0,10.0,5.0,5.75,8.75,6.0,6.0,8.0,9.0,7.0,6.0,7.0,10.0,ARG
Argentina,2013,4.0,7.0,10.0,5.0,5.75,8.75,6.0,6.0,8.0,9.0,7.0,6.0,7.0,10.0,ARG
Argentina,2015,4.0,7.0,10.0,5.0,5.75,8.75,6.0,6.0,8.0,9.0,7.0,6.0,7.0,10.0,ARG
Argentina,2017,4.0,7.0,10.0,7.0,7.0,9.0,7.0,7.0,9.0,9.0,7.0,6.0,7.0,10.0,ARG
Argentina,2019,4.0,7.0,10.0,8.0,7.5,9.0,8.0,7.0,9.0,9.0,7.0,6.0,7.0,10.0,ARG
Bahrain,2005,5.0,8.0,8.0,4.0,5.0,4.0,2.0,5.0,4.0,4.0,6.0,5.0,7.0,6.0,BHR
Bahrain,2007,5.0,7.0,7.0,4.0,5.0,3.25,2.0,5.0,4.0,3.0,5.0,5.0,7.0,4.0,BHR
Bahrain,2009,5.0,6.0,7.0,4.0,4.5,2.5,2.0,4.0,3.0,3.0,6.0,5.0,6.0,3.0,BHR
Bahrain,2011,6.0,6.0,7.0,4.0,4.5,2.5,2.0,4.0,3.0,3.0,5.0,4.0,6.0,3.0,BHR
Bahrain,2013,8.0,6.0,6.0,4.0,4.0,2.5,1.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,BHR
Bahrain,2015,7.0,5.0,6.0,3.0,3.5,1.75,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,BHR
Bahrain,2017,8.0,5.0,5.0,2.0,2.75,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,BHR
Bahrain,2019,7.0,5.0,5.0,2.0,2.75,1.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,BHR
Bangladesh,2005,6.0,4.0,8.0,8.0,6.25,7.0,7.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,BGD
Bangladesh,2007,6.0,4.0,8.0,5.0,4.5,7.0,5.0,5.0,7.0,7.0,3.0,5.0,5.0,7.0,BGD
Bangladesh,2009,6.0,4.0,9.0,5.0,5.0,6.75,5.0,5.0,7.0,8.0,4.0,6.0,5.0,7.0,BGD
Bangladesh,2011,6.0,4.0,9.0,6.0,5.0,7.5,5.0,5.0,7.0,8.0,4.0,6.0,5.0,8.0,BGD
Bangladesh,2013,7.0,4.0,9.0,5.0,4.25,6.75,5.0,5.0,6.0,8.0,4.0,6.0,4.0,7.0,BGD
Bangladesh,2015,8.0,4.0,9.0,5.0,4.25,5.25,4.0,5.0,4.0,6.0,4.0,5.0,4.0,5.0,BGD
Bangladesh,2017,7.0,4.0,9.0,4.0,3.75,4.25,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,BGD
Bangladesh,2019,7.0,4.0,9.0,3.0,3.5,3.25,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,BGD
Armenia,2005,3.0,4.0,9.0,3.0,4.25,5.0,3.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,ARM
Armenia,2007,3.0,4.0,9.0,4.0,4.5,5.25,6.0,4.0,4.0,6.0,5.0,4.0,6.0,6.0,ARM
Armenia,2009,3.0,4.0,9.0,4.0,4.5,4.0,2.0,4.0,4.0,5.0,5.0,2.0,6.0,5.0,ARM
Armenia,2011,3.0,4.0,9.0,4.0,4.75,4.0,3.0,4.0,4.0,5.0,5.0,3.0,6.0,5.0,ARM
Armenia,2013,3.0,4.0,9.0,4.0,4.75,4.5,3.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,ARM
Armenia,2015,3.0,4.0,9.0,4.0,4.25,4.5,3.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,ARM
Armenia,2017,3.0,4.0,9.0,4.0,4.5,4.25,3.0,4.0,5.0,4.0,6.0,4.0,5.0,5.0,ARM
Armenia,2019,3.0,5.0,10.0,6.0,6.0,8.25,6.0,5.0,9.0,9.0,6.0,7.0,7.0,9.0,ARM
Bhutan,2007,5.0,2.0,6.0,3.0,5.0,2.75,1.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,BTN
Bhutan,2009,5.0,2.0,6.0,4.0,5.5,5.0,2.0,4.0,6.0,7.0,3.0,4.0,6.0,5.0,BTN
Bhutan,2011,5.0,3.0,6.0,5.0,6.25,5.0,2.0,6.0,6.0,7.0,4.0,4.0,6.0,5.0,BTN
Bhutan,2013,4.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,6.0,6.0,BTN
Bhutan,2015,4.0,5.0,7.0,7.0,7.25,7.0,7.0,7.0,7.0,8.0,5.0,5.0,7.0,6.0,BTN
Bhutan,2017,3.0,5.0,7.0,7.0,7.25,7.0,7.0,7.0,7.0,8.0,5.0,5.0,7.0,6.0,BTN
Bhutan,2019,2.0,5.0,7.0,7.0,7.25,7.0,8.0,7.0,7.0,8.0,5.0,5.0,7.0,6.0,BTN
Bolivia,2005,6.0,3.0,9.0,7.0,6.0,8.0,7.0,6.0,8.0,9.0,5.0,7.0,6.0,8.0,BOL
Bolivia,2007,6.0,3.0,8.0,6.0,5.75,7.75,6.0,6.0,7.0,9.0,5.0,7.0,6.0,8.0,BOL
Bolivia,2009,7.0,3.0,8.0,6.0,5.5,7.75,6.0,5.0,7.0,9.0,5.0,8.0,6.0,8.0,BOL
Bolivia,2011,6.0,3.0,9.0,6.0,5.5,8.25,7.0,5.0,7.0,9.0,5.0,8.0,6.0,9.0,BOL
Bolivia,2013,6.0,4.0,9.0,7.0,6.0,8.5,7.0,6.0,8.0,9.0,5.0,8.0,6.0,9.0,BOL
Bolivia,2015,5.0,4.0,9.0,7.0,6.0,8.5,7.0,6.0,8.0,9.0,5.0,8.0,6.0,8.0,BOL
Bolivia,2017,5.0,4.0,9.0,7.0,5.75,8.25,7.0,5.0,8.0,9.0,5.0,7.0,6.0,7.0,BOL
Bolivia,2019,5.0,4.0,9.0,5.0,5.25,8.0,6.0,5.0,7.0,9.0,5.0,7.0,6.0,7.0,BOL
Bosnia and Herzegovina,2005,6.0,6.0,5.0,7.0,6.5,8.5,7.0,7.0,8.0,9.0,5.0,5.0,6.0,9.0,BIH
Bosnia and Herzegovina,2007,5.0,6.0,5.0,8.0,6.75,8.5,6.0,6.0,8.0,9.0,5.0,5.0,7.0,9.0,BIH
Bosnia and Herzegovina,2009,5.0,6.0,4.0,8.0,6.75,8.0,6.0,6.0,6.0,9.0,5.0,5.0,7.0,9.0,BIH
Bosnia and Herzegovina,2011,5.0,6.0,3.0,8.0,6.75,7.5,6.0,6.0,6.0,8.0,5.0,5.0,7.0,8.0,BIH
Bosnia and Herzegovina,2013,5.0,6.0,3.0,8.0,6.5,7.5,5.0,5.0,6.0,8.0,5.0,5.0,7.0,8.0,BIH
Bosnia and Herzegovina,2015,5.0,6.0,4.0,8.0,6.5,7.0,5.0,5.0,6.0,7.0,5.0,5.0,7.0,8.0,BIH
Bosnia and Herzegovina,2017,5.0,6.0,4.0,8.0,6.5,7.0,4.0,5.0,6.0,7.0,5.0,5.0,7.0,8.0,BIH
Bosnia and Herzegovina,2019,5.0,6.0,4.0,7.0,6.0,6.25,4.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,BIH
Botswana,2005,1.0,5.0,9.0,7.0,8.0,9.0,9.0,9.0,8.0,9.0,7.0,7.0,8.0,9.0,BWA
Botswana,2007,2.0,5.0,8.0,8.0,8.25,9.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,9.0,BWA
Botswana,2009,2.0,5.0,8.0,8.0,8.0,8.75,9.0,9.0,7.0,9.0,7.0,7.0,7.0,9.0,BWA
Botswana,2011,2.0,4.0,9.0,7.0,8.0,8.75,8.0,9.0,7.0,9.0,7.0,7.0,8.0,9.0,BWA
Botswana,2013,2.0,5.0,9.0,7.0,7.75,8.75,9.0,9.0,8.0,8.0,7.0,7.0,8.0,9.0,BWA
Botswana,2015,2.0,5.0,9.0,7.0,7.75,8.25,9.0,9.0,7.0,8.0,7.0,7.0,8.0,8.0,BWA
Botswana,2017,2.0,5.0,8.0,7.0,7.75,8.25,9.0,9.0,7.0,8.0,7.0,7.0,8.0,8.0,BWA
Botswana,2019,1.0,5.0,9.0,8.0,8.0,8.25,9.0,9.0,7.0,8.0,7.0,7.0,8.0,8.0,BWA
Brazil,2005,3.0,6.0,9.0,9.0,7.0,9.0,8.0,6.0,8.0,10.0,6.0,9.0,7.0,9.0,BRA
Brazil,2007,3.0,6.0,9.0,9.0,7.5,9.0,7.0,7.0,8.0,10.0,7.0,9.0,7.0,9.0,BRA
Brazil,2009,3.0,6.0,9.0,9.0,7.75,9.0,8.0,7.0,8.0,10.0,7.0,9.0,7.0,9.0,BRA
Brazil,2011,3.0,6.0,9.0,9.0,7.5,9.0,8.0,7.0,8.0,10.0,7.0,9.0,7.0,9.0,BRA
Brazil,2013,3.0,6.0,9.0,9.0,7.75,9.0,8.0,7.0,8.0,10.0,7.0,9.0,7.0,9.0,BRA
Brazil,2015,3.0,6.0,9.0,9.0,7.75,9.0,8.0,7.0,8.0,10.0,7.0,8.0,7.0,9.0,BRA
Brazil,2017,5.0,6.0,9.0,9.0,7.75,8.75,7.0,7.0,8.0,9.0,7.0,7.0,7.0,9.0,BRA
Brazil,2019,5.0,6.0,9.0,9.0,7.5,8.25,7.0,7.0,7.0,9.0,6.0,6.0,6.0,8.0,BRA
Bulgaria,2005,2.0,6.0,9.0,9.0,7.75,9.25,8.0,7.0,8.0,10.0,8.0,9.0,8.0,10.0,BGR
Bulgaria,2007,3.0,7.0,9.0,9.0,8.5,9.25,9.0,8.0,8.0,10.0,8.0,8.0,9.0,10.0,BGR
Bulgaria,2009,3.0,7.0,10.0,9.0,8.25,9.25,9.0,8.0,8.0,10.0,7.0,8.0,9.0,10.0,BGR
Bulgaria,2011,3.0,7.0,10.0,9.0,8.5,9.0,8.0,8.0,8.0,9.0,7.0,8.0,9.0,10.0,BGR
Bulgaria,2013,4.0,7.0,9.0,8.0,8.0,8.5,8.0,8.0,7.0,8.0,7.0,8.0,8.0,10.0,BGR
Bulgaria,2015,4.0,7.0,9.0,8.0,7.75,8.5,7.0,8.0,7.0,8.0,8.0,8.0,8.0,10.0,BGR
Bulgaria,2017,4.0,7.0,9.0,8.0,7.75,8.25,7.0,8.0,7.0,8.0,7.0,8.0,8.0,10.0,BGR
Bulgaria,2019,4.0,6.0,9.0,8.0,7.5,8.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,10.0,BGR
Myanmar,2005,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,MMR
Myanmar,2007,8.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MMR
Myanmar,2009,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,MMR
Myanmar,2011,9.0,1.0,3.0,1.0,1.0,1.75,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,MMR
Myanmar,2013,8.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,4.0,MMR
Myanmar,2015,8.0,2.0,3.0,4.0,2.75,4.0,2.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,MMR
Myanmar,2017,9.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,7.0,2.0,5.0,3.0,5.0,MMR
Myanmar,2019,9.0,2.0,3.0,4.0,2.75,4.5,2.0,3.0,4.0,7.0,2.0,4.0,2.0,4.0,MMR
Burundi,2005,10.0,1.0,6.0,3.0,3.5,3.5,2.0,4.0,5.0,1.0,2.0,3.0,3.0,7.0,BDI
Burundi,2007,5.0,3.0,8.0,5.0,5.0,7.0,5.0,5.0,6.0,8.0,3.0,4.0,6.0,7.0,BDI
Burundi,2009,7.0,3.0,8.0,5.0,4.25,6.0,5.0,4.0,5.0,8.0,3.0,4.0,4.0,5.0,BDI
Burundi,2011,7.0,2.0,8.0,5.0,4.25,5.5,4.0,4.0,4.0,6.0,5.0,3.0,4.0,6.0,BDI
Burundi,2013,7.0,2.0,8.0,5.0,4.0,4.75,3.0,4.0,4.0,7.0,5.0,2.0,3.0,5.0,BDI
Burundi,2015,7.0,2.0,9.0,4.0,3.5,4.5,3.0,4.0,4.0,6.0,5.0,3.0,3.0,5.0,BDI
Burundi,2017,8.0,2.0,8.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,BDI
Burundi,2019,7.0,1.0,8.0,3.0,2.5,2.75,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,BDI
Belarus,2005,2.0,7.0,8.0,2.0,3.25,3.0,2.0,4.0,4.0,3.0,7.0,2.0,3.0,4.0,BLR
Belarus,2007,3.0,7.0,9.0,2.0,3.0,2.5,2.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,BLR
Belarus,2009,3.0,7.0,9.0,2.0,3.0,2.75,2.0,4.0,3.0,2.0,5.0,3.0,2.0,4.0,BLR
Belarus,2011,3.0,6.0,8.0,2.0,3.0,2.5,2.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,BLR
Belarus,2013,3.0,7.0,8.0,2.0,3.0,2.5,2.0,4.0,3.0,2.0,5.0,2.0,2.0,3.0,BLR
Belarus,2015,3.0,7.0,8.0,2.0,3.0,2.5,2.0,3.0,3.0,2.0,6.0,2.0,3.0,3.0,BLR
Belarus,2017,3.0,7.0,8.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,BLR
Belarus,2019,3.0,7.0,8.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,BLR
Cambodia,2005,5.0,4.0,8.0,2.0,3.0,4.5,2.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,KHM
Cambodia,2007,4.0,4.0,8.0,3.0,3.0,4.25,2.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,KHM
Cambodia,2009,4.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,KHM
Cambodia,2011,4.0,4.0,8.0,2.0,2.75,3.25,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,KHM
Cambodia,2013,5.0,4.0,8.0,2.0,2.5,3.25,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,KHM
Cambodia,2015,5.0,4.0,8.0,2.0,2.25,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,KHM
Cambodia,2017,5.0,4.0,8.0,2.0,2.0,2.75,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,KHM
Cambodia,2019,5.0,4.0,8.0,2.0,2.0,1.75,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,KHM
Cameroon,2005,6.0,3.0,6.0,4.0,3.75,3.5,2.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,CMR
Cameroon,2007,6.0,3.0,5.0,4.0,4.0,3.5,2.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,CMR
Cameroon,2009,6.0,3.0,5.0,4.0,3.75,3.5,2.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,CMR
Cameroon,2011,6.0,3.0,5.0,4.0,3.75,3.5,2.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,CMR
Cameroon,2013,6.0,3.0,5.0,4.0,4.0,3.5,2.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,CMR
Cameroon,2015,7.0,3.0,6.0,3.0,3.75,3.25,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,CMR
Cameroon,2017,7.0,3.0,6.0,3.0,3.75,3.25,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,CMR
Cameroon,2019,8.0,3.0,5.0,3.0,3.25,2.75,2.0,3.0,2.0,3.0,5.0,4.0,3.0,4.0,CMR
Central African Republic,2005,9.0,1.0,4.0,4.0,3.0,3.25,2.0,2.0,5.0,1.0,4.0,5.0,3.0,6.0,CAF
Central African Republic,2007,8.0,1.0,4.0,6.0,3.75,5.25,3.0,2.0,6.0,6.0,3.0,5.0,4.0,6.0,CAF
Central African Republic,2009,8.0,1.0,4.0,5.0,3.5,5.0,2.0,3.0,5.0,6.0,3.0,4.0,3.0,6.0,CAF
Central African Republic,2011,8.0,1.0,6.0,5.0,3.5,4.5,2.0,3.0,5.0,4.0,3.0,5.0,3.0,7.0,CAF
Central African Republic,2013,9.0,1.0,4.0,4.0,3.25,4.0,2.0,3.0,6.0,3.0,3.0,4.0,3.0,5.0,CAF
Central African Republic,2015,8.0,1.0,3.0,5.0,3.5,3.75,2.0,3.0,7.0,1.0,3.0,6.0,3.0,6.0,CAF
Central African Republic,2017,8.0,1.0,3.0,5.0,3.75,5.25,2.0,4.0,6.0,6.0,3.0,5.0,3.0,6.0,CAF
Central African Republic,2019,9.0,1.0,3.0,4.0,3.25,5.5,2.0,3.0,6.0,6.0,3.0,5.0,3.0,6.0,CAF
Sri Lanka,2005,7.0,6.0,5.0,7.0,6.0,6.75,6.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,LKA
Sri Lanka,2007,7.0,6.0,6.0,7.0,6.25,6.75,7.0,8.0,7.0,7.0,6.0,6.0,5.0,7.0,LKA
Sri Lanka,2009,8.0,5.0,5.0,6.0,5.0,6.25,6.0,6.0,5.0,6.0,6.0,5.0,4.0,6.0,LKA
Sri Lanka,2011,6.0,6.0,6.0,4.0,3.75,4.75,3.0,4.0,5.0,6.0,6.0,4.0,3.0,5.0,LKA
Sri Lanka,2013,6.0,6.0,6.0,3.0,3.0,4.25,3.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,LKA
Sri Lanka,2015,7.0,6.0,6.0,3.0,3.25,4.5,3.0,3.0,4.0,6.0,5.0,3.0,4.0,5.0,LKA
Sri Lanka,2017,5.0,6.0,6.0,7.0,6.0,7.25,6.0,7.0,7.0,8.0,6.0,7.0,5.0,7.0,LKA
Sri Lanka,2019,5.0,6.0,6.0,6.0,6.5,7.25,6.0,8.0,7.0,8.0,6.0,7.0,6.0,7.0,LKA
Chad,2005,7.0,1.0,6.0,2.0,2.75,3.75,2.0,3.0,4.0,3.0,2.0,3.0,3.0,6.0,TCD
Chad,2007,8.0,1.0,8.0,1.0,1.75,2.5,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,TCD
Chad,2009,8.0,1.0,8.0,1.0,1.75,2.25,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,TCD
Chad,2011,6.0,1.0,8.0,2.0,2.25,2.75,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,TCD
Chad,2013,6.0,1.0,8.0,2.0,2.25,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,TCD
Chad,2015,6.0,1.0,8.0,2.0,2.25,3.25,3.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,TCD
Chad,2017,6.0,1.0,8.0,2.0,2.25,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,TCD
Chad,2019,6.0,1.0,8.0,1.0,1.75,2.75,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,TCD
Chile,2005,3.0,8.0,10.0,10.0,9.25,9.0,9.0,9.0,10.0,8.0,6.0,8.0,9.0,10.0,CHL
Chile,2007,2.0,8.0,10.0,10.0,9.25,9.5,10.0,9.0,10.0,9.0,7.0,8.0,9.0,10.0,CHL
Chile,2009,2.0,8.0,10.0,10.0,9.25,9.75,10.0,9.0,10.0,10.0,7.0,8.0,9.0,10.0,CHL
Chile,2011,2.0,7.0,10.0,10.0,9.25,9.5,10.0,9.0,10.0,10.0,7.0,7.0,9.0,9.0,CHL
Chile,2013,3.0,7.0,10.0,10.0,9.25,9.0,10.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,CHL
Chile,2015,3.0,7.0,10.0,10.0,9.25,9.25,10.0,9.0,9.0,9.0,7.0,7.0,9.0,10.0,CHL
Chile,2017,3.0,7.0,10.0,10.0,9.5,9.5,10.0,9.0,10.0,9.0,7.0,8.0,9.0,10.0,CHL
Chile,2019,3.0,7.0,10.0,10.0,9.5,10.0,10.0,9.0,10.0,10.0,7.0,8.0,9.0,10.0,CHL
China,2005,4.0,5.0,7.0,1.0,2.25,1.5,1.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,CHN
China,2007,5.0,5.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,CHN
China,2009,5.0,5.0,8.0,2.0,2.25,2.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,CHN
China,2011,5.0,5.0,8.0,2.0,2.25,1.75,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,CHN
China,2013,5.0,5.0,8.0,1.0,2.0,1.75,1.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,CHN
China,2015,5.0,5.0,8.0,1.0,2.25,1.75,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,CHN
China,2017,5.0,5.0,8.0,1.0,2.25,1.75,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,CHN
China,2019,5.0,5.0,8.0,1.0,2.5,1.75,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,CHN
Taiwan,2005,4.0,10.0,10.0,10.0,9.75,10.0,8.0,9.0,10.0,10.0,8.0,9.0,10.0,10.0,TWN
Taiwan,2007,4.0,10.0,10.0,10.0,9.75,10.0,8.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,TWN
